 -8.72664626e-02 -1.00000000e+03
 -8.59508878e-02 -9.63442211e+02
 -8.46353130e-02 -9.26884422e+02
 -8.33197382e-02 -8.90326633e+02
 -8.20041633e-02 -8.53768844e+02
 -8.06885885e-02 -8.17211055e+02
 -7.93730137e-02 -7.80653266e+02
 -7.80574389e-02 -7.44095477e+02
 -7.67418641e-02 -7.07537688e+02
 -7.54262893e-02 -6.70979899e+02
 -7.41107145e-02 -6.34422111e+02
 -7.27951397e-02 -5.97864322e+02
 -7.14795648e-02 -5.61306533e+02
 -7.01639900e-02 -5.24748744e+02
 -6.88484152e-02 -4.88190955e+02
 -6.75328404e-02 -4.51633166e+02
 -6.62172656e-02 -4.15075377e+02
 -6.49016908e-02 -3.78517588e+02
 -6.35861160e-02 -3.41959799e+02
 -6.22705412e-02 -3.05402010e+02
 -6.09549663e-02 -2.68844221e+02
 -5.96393915e-02 -2.32286432e+02
 -5.83238167e-02 -1.95728643e+02
 -5.70082419e-02 -1.59170854e+02
 -5.56926671e-02 -1.22613065e+02
 -5.43770923e-02 -8.60552764e+01
 -5.30615175e-02 -4.94974874e+01
 -5.17459426e-02 -2.96482412e+01
 -5.04303678e-02 -2.88944724e+01
 -4.91147930e-02 -2.81407035e+01
 -4.77992182e-02 -2.73869347e+01
 -4.64836434e-02 -2.66331658e+01
 -4.51680686e-02 -2.58793970e+01
 -4.38524938e-02 -2.51256281e+01
 -4.25369190e-02 -2.43718593e+01
 -4.12213441e-02 -2.36180905e+01
 -3.99057693e-02 -2.28643216e+01
 -3.85901945e-02 -2.21105528e+01
 -3.72746197e-02 -2.13567839e+01
 -3.59590449e-02 -2.06030151e+01
 -3.46434701e-02 -1.98492462e+01
 -3.33278953e-02 -1.90954774e+01
 -3.20123205e-02 -1.83417085e+01
 -3.06967456e-02 -1.75879397e+01
 -2.93811708e-02 -1.68341709e+01
 -2.80655960e-02 -1.60804020e+01
 -2.67500212e-02 -1.53266332e+01
 -2.54344464e-02 -1.45728643e+01
 -2.41188716e-02 -1.38190955e+01
 -2.28032968e-02 -1.30653266e+01
 -2.14877219e-02 -1.23115578e+01
 -2.01721471e-02 -1.15577889e+01
 -1.88565723e-02 -1.08040201e+01
 -1.75409975e-02 -1.00502513e+01
 -1.62254227e-02 -9.29648241e+00
 -1.49098479e-02 -8.54271357e+00
 -1.35942731e-02 -7.78894472e+00
 -1.22786983e-02 -7.03517588e+00
 -1.09631234e-02 -6.28140704e+00
 -9.64754863e-03 -5.52763819e+00
 -8.33197382e-03 -4.77386935e+00
 -7.01639900e-03 -4.02010050e+00
 -5.70082419e-03 -3.26633166e+00
 -4.38524938e-03 -2.51256281e+00
 -3.06967456e-03 -1.75879397e+00
 -1.75409975e-03 -1.00502513e+00
 -4.38524938e-04 -2.51256281e-01
 8.77049875e-04 4.56829603e-01
 2.19262469e-03 1.14207401e+00
 3.50819950e-03 1.82731841e+00
 4.82377431e-03 2.51256281e+00
 6.13934913e-03 3.19780722e+00
 7.45492394e-03 3.88305162e+00
 8.77049875e-03 4.56829603e+00
 1.00860736e-02 5.25354043e+00
 1.14016484e-02 5.93878483e+00
 1.27172232e-02 6.62402924e+00
 1.40327980e-02 7.30927364e+00
 1.53483728e-02 7.99451804e+00
 1.66639476e-02 8.67976245e+00
 1.79795224e-02 9.36500685e+00
 1.92950973e-02 1.00502513e+01
 2.06106721e-02 1.07354957e+01
 2.19262469e-02 1.14207401e+01
 2.32418217e-02 1.21059845e+01
 2.45573965e-02 1.27912289e+01
 2.58729713e-02 1.34764733e+01
 2.71885461e-02 1.41617177e+01
 2.85041209e-02 1.48469621e+01
 2.98196958e-02 1.55322065e+01
 3.11352706e-02 1.62174509e+01
 3.24508454e-02 1.69026953e+01
 3.37664202e-02 1.75879397e+01
 3.50819950e-02 1.82731841e+01
 3.63975698e-02 1.89584285e+01
 3.77131446e-02 1.96436729e+01
 3.90287195e-02 2.03289173e+01
 4.03442943e-02 2.10141617e+01
 4.16598691e-02 2.16994061e+01
 4.29754439e-02 2.23846505e+01
 4.42910187e-02 2.30698949e+01
 4.56065935e-02 2.37551393e+01
 4.69221683e-02 2.44403837e+01
 4.82377431e-02 2.51256281e+01
 4.95533180e-02 2.58108725e+01
 5.08688928e-02 2.64961169e+01
 5.21844676e-02 2.71813614e+01
 5.35000424e-02 2.78666058e+01
 5.48156172e-02 2.85518502e+01
 5.61311920e-02 2.92370946e+01
 5.74467668e-02 2.99223390e+01
 5.87623417e-02 3.06075834e+01
 6.00779165e-02 3.12928278e+01
 6.13934913e-02 3.19780722e+01
 6.27090661e-02 3.26633166e+01
 6.40246409e-02 3.33485610e+01
 6.53402157e-02 3.40338054e+01
 6.66557905e-02 3.47190498e+01
 6.79713653e-02 3.54042942e+01
 6.92869402e-02 3.60895386e+01
 7.06025150e-02 3.67747830e+01
 7.19180898e-02 3.74600274e+01
 7.32336646e-02 3.81452718e+01
 7.45492394e-02 3.88305162e+01
 7.58648142e-02 3.95157606e+01
 7.71803890e-02 4.02010050e+01
 7.84959638e-02 4.08862494e+01
 7.98115387e-02 4.15714938e+01
 8.11271135e-02 4.22567382e+01
 8.24426883e-02 4.29419826e+01
 8.37582631e-02 4.36272270e+01
 8.50738379e-02 4.43124714e+01
 8.63894127e-02 4.49977159e+01
 8.77049875e-02 4.56829603e+01
 8.90205624e-02 4.63682047e+01
 9.03361372e-02 4.70534491e+01
 9.16517120e-02 4.77386935e+01
 9.29672868e-02 4.84239379e+01
 9.42828616e-02 4.91091823e+01
 9.55984364e-02 4.97944267e+01
 9.69140112e-02 9.04522613e+01
 9.82295860e-02 1.48241206e+02
 9.95451609e-02 2.06030151e+02
 1.00860736e-01 2.63819095e+02
 1.02176310e-01 3.21608040e+02
 1.03491885e-01 3.79396985e+02
 1.04807460e-01 4.37185930e+02
 1.06123035e-01 4.94974874e+02
 1.07438610e-01 5.52763819e+02
 1.08754185e-01 6.10552764e+02
 1.10069759e-01 6.68341709e+02
 1.11385334e-01 7.26130653e+02
 1.12700909e-01 7.83919598e+02
 1.14016484e-01 8.41708543e+02
 1.15332059e-01 8.99497487e+02
 1.16647633e-01 9.57286432e+02
 1.17963208e-01 1.01507538e+03
 1.19278783e-01 1.07286432e+03
 1.20594358e-01 1.13065327e+03
 1.21909933e-01 1.18844221e+03
 1.23225507e-01 1.24623116e+03
