 1.24541082e-01 1.30402010e+03
 1.25856657e-01 1.36180905e+03
 1.27172232e-01 1.41959799e+03
 1.28487807e-01 1.47738693e+03
 1.29803382e-01 1.53517588e+03
 1.31118956e-01 1.59296482e+03
 1.32434531e-01 1.65075377e+03
 1.33750106e-01 1.70854271e+03
 1.35065681e-01 1.76633166e+03
 1.36381256e-01 1.82412060e+03
 1.37696830e-01 1.88190955e+03
 1.39012405e-01 1.93969849e+03
 1.40327980e-01 1.99748744e+03
 1.41643555e-01 2.05527638e+03
 1.42959130e-01 2.11306533e+03
 1.44274704e-01 2.17085427e+03
 1.45590279e-01 2.22864322e+03
 1.46905854e-01 2.28643216e+03
 1.48221429e-01 2.34422111e+03
 1.49537004e-01 2.40201005e+03
 1.50852579e-01 2.45979899e+03
 1.52168153e-01 2.51758794e+03
 1.53483728e-01 2.57537688e+03
 1.54799303e-01 2.63316583e+03
 1.56114878e-01 2.69095477e+03
 1.57430453e-01 2.74874372e+03
 1.58746027e-01 2.80653266e+03
 1.60061602e-01 2.86432161e+03
 1.61377177e-01 2.92211055e+03
 1.62692752e-01 2.97989950e+03
 1.64008327e-01 3.03768844e+03
 1.65323902e-01 3.09547739e+03
 1.66639476e-01 3.15326633e+03
 1.67955051e-01 3.21105528e+03
 1.69270626e-01 3.26884422e+03
 1.70586201e-01 3.32663317e+03
 1.71901776e-01 3.38442211e+03
 1.73217350e-01 3.44221106e+03
 1.74532925e-01 3.50000000e+03
